customer_id,order_date,order_value,product_category,is_return,channel
100000,2024-03-13,61.54,Electronics,False,Web
100000,2024-03-03,57.88,Groceries,False,Web
100000,2024-03-04,70.96,Pet Supplies,False,Web
100000,2024-03-24,15.02,Sports & Outdoors,False,Web
100000,2024-05-02,31.86,Toys & Kids,False,Mobile App
100000,2024-05-14,40.09,Beauty,False,Web
100000,2024-09-02,26.6,Groceries,False,Web
100000,2024-09-06,16.6,Toys & Kids,True,mobile app
100000,2024-09-05,34.99,Groceries,False,Mobile App
100000,2024-10-03,67.3,Books & Media,False,Mobile App
100000,2024-10-23,26.32,Homeware,False,Mobile App
100000,2024-12-21,61.92,Sports & Outdoors,False,Web
100000,2025-01-19,43.83,Toys & Kids,False,Web
100002,2024-01-26,45.65,Electronics,False,Web
100002,2024-02-18,83.4,Homeware,False,Mobile App
100002,2024-02-28,60.78,Beauty,False,Web
100002,2024-02-26,68.27,Homeware,False,Mobile App
100002,2024-03-16,53.88,Sports & Outdoors,False,Web
100002,2024-03-19,66.72,Garden,False,Web
100002,2024-03-27,49.8,Books & Media,False,Mobile App
100002,2024-04-13,91.05,Beauty,True,Mobile App
100002,2024-04-22,3.0,Homeware,False,Web
100002,2024-05-07,49.71,Fashion,False,Web
100002,2024-05-22,78.73,Sports & Outdoors,False,Web
100002,2024-05-11,19.68,Pet Supplies,False,Mobile App
100002,2024-06-07,390.8,Electronics,False,Web
100002,2024-06-15,52.44,Electronics,False,Mobile App
100002,2024-07-25,269.61,Homeware,False,Web
100002,2024-07-19,38.0,Beauty,False,Mobile App
100002,2024-08-12,35.92,Books & Media,False,Web
100002,2024-08-21,54.83,Homeware,False,Web
100002,2024-08-09,35.54,Sports & Outdoors,False,Mobile App
100002,2024-08-11,42.94,Garden,False,Mobile App
100002,2024-08-11,52.05,Toys & Kids,False,Mobile App
100002,2024-09-13,92.29,Pet Supplies,False,Web
100002,2024-10-05,29.21,Fashion,False,Mobile App
100002,2024-11-19,45.31,Beauty,False,Web
100002,2024-11-19,38.45,Sports & Outdoors,False,Web
100002,2024-11-20,92.9,Sports & Outdoors,False,Mobile App
100002,2024-12-02,39.8,Groceries,False,Store
100002,2025-01-10,86.77,Homeware,False,Web
100003,2025-01-14,33.43,Sports & Outdoors,False,Web
100004,2024-01-08,34.63,Fashion,False,Mobile App
100004,2024-01-18,76.99,Garden,False,Web
100004,2024-01-23,63.67,Books & Media,False,Mobile App
100004,2024-01-16,86.24,Electronics,True,Mobile App
100004,2024-02-21,106.49,Books & Media,False,Web
100004,2024-04-19,38.73,Fashion,False,Web
100004,2024-04-28,23.06,Groceries,False,Store
100004,2024-04-23,103.95,Groceries,False,Store
100004,2024-04-03,36.06,Homeware,False,Mobile App
100004,2024-04-08,89.81,Groceries,False,Web
100004,2024-05-04,23.58,Toys & Kids,True,Web
100004,2024-06-26,82.63,Beauty,True,Mobile App
100004,2024-06-16,88.05,Electronics,False,Web
100004,2024-06-07,85.33,Groceries,False,Mobile App
100004,2024-07-01,48.04,Books & Media,False,Mobile App
100004,2024-07-03,81.21,Garden,False,Mobile App
100004,2024-08-12,50.05,Electronics,True,Mobile App
100004,2024-08-03,31.42,Pet Supplies,False,Mobile App
100004,2024-09-28,69.67,Homeware,False,Web
100004,2024-09-09,730.78,Groceries,False,Store
100004,2024-10-20,55.53,Sports & Outdoors,False,Web
100004,2024-10-23,45.67,Beauty,False,Web
100004,2024-11-23,76.62,Groceries,False,Web
100004,2024-11-12,101.42,Homeware,False,Web
100004,2024-11-22,63.0,Garden,False,Mobile App
100004,2024-11-24,62.3,Groceries,False,Web
100004,2024-11-15,74.52,Beauty,False,Web
100004,2024-12-14,81.14,Beauty,False,Mobile App
100004,2024-12-06,80.85,Fashion,False,Mobile App
100004,2024-12-13,115.38,Homeware,False,Web
100005,2024-01-15,35.12,Groceries,False,Store
100005,2024-01-28,95.05,Groceries,False,Mobile App
100005,2024-01-16,42.32,Books & Media,True,Mobile App
100005,2024-01-02,62.74,Garden,False,Web
100005,2024-02-21,57.41,Sports & Outdoors,False,Web
100005,2024-02-17,64.35,Pet Supplies,False,Web
100005,2024-03-10,37.66,Pet Supplies,False,Web
100005,2024-04-21,12.59,Beauty,False,Mobile App
100005,2024-05-01,77.94,Sports & Outdoors,False,Web
100005,2024-05-15,63.47,Fashion,False,Mobile App
100005,2024-06-01,57.96,Fashion,False,Mobile App
100005,2024-06-24,86.17,Electronics,False,Web
100005,2024-08-06,45.79,Fashion,False,Web
100005,2024-09-25,91.97,Pet Supplies,False,Store
100005,2024-09-07,71.66,Electronics,False,Web
100005,2024-09-04,58.11,Garden,False,Store
100005,2024-10-15,4.52,Books & Media,False,Mobile App
100005,2024-11-08,48.7,Garden,False,Mobile App
100005,2024-11-26,,Beauty,False,Web
100005,2024-11-20,71.57,Fashion,False,Web
100005,2024-12-17,88.16,Homeware,False,Web
100005,2025-01-01,50.68,Toys & Kids,False,Web
100006,2025-01-03,32.66,Sports & Outdoors,False,Web
100007,2024-09-24,48.51,Books & Media,False,Web
100007,2024-10-07,74.63,Beauty,False,Web
100007,2024-11-06,54.44,Toys & Kids,False,Web
100007,2024-12-26,28.78,Pet Supplies,False,Web
100007,2024-12-24,18.02,Sports & Outdoors,False,Mobile App
100008,2024-01-16,69.31,Books & Media,False,Web
100008,2024-02-17,41.16,Toys & Kids,False,Mobile App
100008,2024-02-23,55.12,Fashion,False,Mobile App
100008,2024-02-23,125.79,Books & Media,False,Web
100008,2024-02-14,115.17,Garden,False,Web
100008,2024-03-05,17.0,Pet Supplies,False,Mobile App
100008,2024-06-28,44.16,Sports & Outdoors,False,Mobile App
100008,2024-07-27,113.89,Electronics,True,Web
100008,2024-07-21,77.97,Toys & Kids,False,Mobile App
100008,2024-07-22,118.98,Electronics,False,web
100008,2024-08-27,118.01,Fashion,False,Mobile App
100008,2024-08-07,55.31,Beauty,False,Mobile App
100008,2024-09-17,100.67,Garden,False,Mobile App
100008,2024-09-25,82.52,Pet Supplies,False,Mobile App
100008,2024-09-12,65.76,Groceries,False,Web
100008,2024-10-09,49.4,Groceries,False,Mobile App
100008,2024-10-09,28.28,Homeware,False,Mobile App
100008,2024-11-21,56.69,Toys & Kids,False,Web
100008,2024-11-06,92.06,Pet Supplies,False,Web
100008,2024-12-10,108.27,Fashion,False,Store
100008,2024-12-08,55.8,Homeware,False,Mobile App
100008,2025-01-03,93.84,Beauty,False,Web
100009,2024-06-21,5.99,Beauty,False,Web
100009,2024-06-09,27.88,Electronics,False,Store
100009,2024-07-14,15.81,Books & Media,False,Web
100009,2024-08-08,22.79,Electronics,False,Mobile App
100009,2024-11-14,16.19,Sports & Outdoors,True,Mobile App
100010,2024-03-25,3.1,Homeware,False,Web
100010,2024-08-23,3.0,Electronics,False,Web
100011,2024-01-15,29.53,Electronics,False,Web
100011,2024-02-17,65.22,Fashion,False,Mobile App
100011,2024-02-08,31.45,Fashion,False,Web
100011,2024-03-23,47.21,Homeware,False,Web
100011,2024-04-20,109.65,Garden,False,Web
100011,2024-07-02,47.46,Toys & Kids,False,Mobile App
100011,2024-08-26,50.26,Fashion,False,Web
100011,2024-08-08,70.84,Homeware,False,Web
100011,2024-09-05,42.3,Books & Media,False,Mobile App
100011,2024-10-01,37.06,Toys & Kids,False,Web
100011,2024-10-16,88.63,Homeware,False,Web
100011,2024-10-22,,Sports & Outdoors,False,Mobile App
100011,2024-11-27,56.57,Homeware,False,Mobile App
100011,2024-11-22,33.28,Garden,False,Web
100011,2024-12-23,48.31,Sports & Outdoors,False,Web
100011,2024-12-07,75.64,Homeware,False,Web
100011,2024-12-09,56.26,Garden,False,Web
100011,2025-01-11,39.56,Electronics,False,Store
100012,2024-02-14,19.86,Pet Supplies,False,Mobile App
100012,2024-02-17,31.55,Groceries,False,Web
100012,2024-04-12,42.95,Electronics,False,Web
100012,2024-05-15,3.0,Groceries,False,Mobile App
100012,2024-06-04,22.99,Groceries,False,Mobile App
100012,2024-06-17,11.96,Garden,False,Store
100012,2024-09-10,31.15,Pet Supplies,False,Web
100012,2024-11-28,16.47,Fashion,False,Web
100012,2024-12-08,31.97,Electronics,False,Mobile App
100012,2025-01-14,21.56,Books & Media,False,Web
100014,2024-06-23,40.72,Electronics,False,Mobile App
100015,2024-06-16,45.83,Sports & Outdoors,False,Web
100015,2024-06-15,56.15,Garden,False,Web
100015,2024-07-01,28.2,Books & Media,False,Mobile App
100015,2024-08-05,24.0,Groceries,False,Mobile App
100015,2024-08-27,26.54,Electronics,False,Mobile App
100015,2024-10-04,39.92,Fashion,False,Mobile App
100016,2024-03-19,25.63,Garden,False,Web
100016,2024-04-15,20.82,Fashion,False,Mobile App
100016,2024-04-20,21.11,Books & Media,False,Store
100016,2024-08-18,22.64,Toys & Kids,True,Web
100016,2024-08-28,15.37,Garden,False,Web
100017,2024-01-01,65.18,Electronics,False,Web
100017,2024-01-20,28.07,Groceries,False,Mobile App
100017,2024-01-14,,Sports & Outdoors,False,Web
100017,2024-01-13,83.36,Books & Media,False,Mobile App
100017,2024-01-16,19.98,Books & Media,False,Mobile App
100017,2024-02-05,110.36,Homeware,False,Mobile App
100017,2024-02-27,85.35,Homeware,False,Web
100017,2024-03-11,28.54,Books & Media,False,Web
100017,2024-03-05,10.03,Beauty,False,Web
